,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,average_salary,company_text,Job_state,company_age,python_yn,rstudio_yn,spark_yn,powerbi_yn,aws_yn,excel_yn
139,Data Scientist - Experimentation Platform,$86K - $205K (Glassdoor est.),"About Faire
Faire is an online wholesale marketplace built on the belief that the future is local — there are over 2 million independent retailers in North America and Europe doing more than $2 trillion in revenue. At Faire, we're using the power of tech, data, and machine learning to connect this thriving community of entrepreneurs across the globe. Picture your favorite boutique in town — we help them discover the best products from around the world to sell in their stores. With the right tools and insights, we believe that we can level the playing field so that small businesses everywhere can compete with these big box and e-commerce giants.
By supporting the growth of independent businesses, Faire is driving positive economic impact in local communities, globally. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.",4.8,"Faire
4.8","San Francisco, CA",201 to 500 Employees,2017,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,0,0,86,205,145.5,"Faire
", CA,5,0,0,0,0,0,0
140,Data Scientist,$86K - $205K (Glassdoor est.),"At PDF Solutions, we’re transforming the semiconductor and electronics manufacturing industry with our AI platform that improves yield and lowers manufacturing costs at some of the largest chip makers in the world. Not just machine learning, but AI. We’re seeking an experienced Data Scientist to join our team, who is responsible for developing model pipelines to enable and drive production of the world’s most advanced chips. We look for people who are self-motivated and passionate about the transformative potential of AI. You’ll be able to hone your skills while working side by side with industry experts who have decades of experience. The candidate must be an organized and highly motivated team player with strong initiative and communication skills, and possesses the drive to deliver quality results on time in a complex, intensive, and highly productive environment.
RESPONSIBILITIES
Help design, implement, and validate the ML Pipelines while collaborating with other data scientists.",4.5,"Cimetrix by PDF Solutions
4.5","Santa Clara, CA",51 to 200 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"Cimetrix by PDF Solutions
", CA,37,0,0,0,0,0,0
141,Junior Data Scientist,$86K - $205K (Glassdoor est.),"Data-Core Systems is looking for a Data Scientist to help us create the next generation Healthcare products. Responsibilities include creating, training, and deploying machine learning models. The successful candidate will have a strong background and formal training in statistics and programming in Python. Our goal is to develop efficient self-learning Healthcare applications.

Responsibilities
Perform data mining and collection procedures
Ensure data quality and integrity
Select appropriate datasets and data representation methods",3.7,"Data-Core System, Inc.
3.7","Bristol, PA",201 to 500 Employees,1988,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,86,205,145.5,"Data-Core System, Inc.
", PA,34,1,0,0,0,0,0
142,"Principal Data Scientist, SNKRS (Open to remote work, except the following locations: SD, VT, and WV)",$86K - $205K (Glassdoor est.),"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
WHO WE ARE LOOKING FOR
We are looking for an experienced, hands-on Principal Data Scientist who is excited to cultivate and serve a dedicated sneakerhead community. You love cutting edge machine learning, and bringing it to production to serve users. You will drive ambitious roadmaps, lead and mentor data scientists, and partner with a diverse set of partners.",4.2,"Nike
4.2","New York, NY",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,86,205,145.5,"Nike
", NY,50,0,0,0,0,0,0
143,"Data Scientist, Analytics & Data",$86K - $205K (Glassdoor est.),"About the Team
Data-driven analytics are part of the rich heritage of Williams-Sonoma, Inc. and the Data Science team is integral to the overall success of the organization. The Data Science team owns the overall responsibility of using customer data to determine to whom to drive our marketing across channels, and to recommend when to push the messaging and what that messaging should be. The team works closely with partners in the Marketing, Brand, and IT organizations, as well as with third-party data and service providers, to lead this effort.
Overview of the Role
In this position, you will be responsible for producing and integrating data science asset deliverables into WSI business decisions, processes, and systems.",3.2,"Williams Sonoma
3.2","San Francisco, CA",10000+ Employees,1956,Company - Public,Home Furniture & Housewares Stores,Retail,Unknown / Non-Applicable,0,0,86,205,145.5,"Williams Sonoma
", CA,66,0,0,0,0,0,0
144,Jr. Data Scientist,$86K - $205K (Glassdoor est.),"The Acceleration Center is a cross functional team chartered to advance collaboration, efficiency, and adoption of emerging technologies. The data science intern will support the data science team members with technology and operational support to capitalize on specific emerging technology opportunities for RSM and our clients.
The Intern will focus on learning and leveraging skills in data science such as predictive modeling, exploratory data analysis, reporting, and querying data.

This role will work on various sized projects and support with technical skills, project support, and tools we leverage within the data science team. The intern will support use case acceleration, assisting to develop resources, proof of concept solutions, technology enablement, and research.

Essential Duties (Required duties employees must accomplish and performance is measured)
MUST Include % of time, should equal 100% in total % of Time (Average)",4.1,"RSM US LLP
4.1","Minneapolis, MN",10000+ Employees,1964,Private Practice / Firm,Accounting,Accounting & Legal,$2 to $5 billion (USD),0,0,86,205,145.5,"RSM US LLP
", MN,58,0,0,0,0,0,0
145,Data Scientist: Product,$86K - $205K (Glassdoor est.),"Who we are
We're Humu — we build products based in behavioral science that help people grow and thrive at work. In short, we're here to make work better.
Humu nudges people towards better ways of working, unlocking the potential of individuals, teams, and organizations. We enable companies to drive positive change by deploying personalized, scientifically-backed suggestions called nudges to employees. These nudges help people build better habits, work smarter and connect with their colleagues.
What you'll get to work on
Humu's Nudge Engine® deploys thousands of customized nudges—small, personal steps—throughout organizations to empower every employee, manager, team, and leader as a change agent. Over time, our nudges grow increasingly aware of the timing, messaging, and motivational techniques that inspire individual employees towards action.",4.9,"Humu
4.9","Mountain View, CA",51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"Humu
", CA,5,0,0,0,0,0,0
146,Data Scientist I,$86K - $205K (Glassdoor est.),"Job Description:
Individual contributor role practicing and enabling data science at Bank of America
Builds and optimizes classifiers using machine learning techniques
Performs ad-hoc analysis and presents results in a clear manner
Extends company’s data with third party sources of information when needed
Performs tasks of data wrangling and feature engineering
Ensures data integrity for analysis and modeling
Data visualization

Required and Desired Candidate Qualifications:
Strong STEM background Knowledge of Machine Learning, NLP, Deep Learning, Statistical Modeling, Quantitative Analysis, Forecasting, Data Visualization
Knowledge of machine learning techniques and algorithms, such as Gradient Boosted Trees, CNN, RNN LSTM, etc.
Proficiency in languages such as Python (scikit learn, pandas, numpy etc.) SAS, SQL, R & MATLAB, C/C++
Prior experience with SQL and NoSQL databases, distributed computing
Knowledge of data visualization tools
Minimum of 2 years of relevant experience



H5
1st shift (United States of America)
40
0",4.0,"Bank of America
4.0","Charlotte, NC",10000+ Employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,86,205,145.5,"Bank of America
", NC,118,1,0,0,0,0,0
147,"Senior Data Scientist, Customer Economics",$86K - $205K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Tempe, AZ",5001 to 10000 Employees,2013,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,0,0,86,205,145.5,"Carvana
", AZ,9,0,0,0,0,0,0
148,"Data Scientist, Growth",$86K - $205K (Glassdoor est.),"Data, Research & Insights
Data Science
The Freemium R&D team oversees the entire user journey on Spotify and ensures we engage with people in innovative ways, every step of the way. Our team grows Spotify’s audience by finding future listeners around the world and delivering the right value to them, at the right time. With research, product development, product design, engineering, and marketing all collaborating in one organization, we’re able to quickly create meaningful features and services for millions of people around the world, resulting in joyful, long-lasting relationships with Spotify.
Location
Boston or Remote Americas
Job type",4.2,"Spotify
4.2","Boston, MA",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"Spotify
", MA,16,0,0,0,0,0,0
149,Data Scientist,$86K - $205K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: We are looking for an experience data scientist to join our team to focus on product analytics of our QR code payments product. QR code payment is the most popular payment method in Asia and is a strategic area that PayPal is invested in. We are looking for someone to grow the QR code payments product at PayPal leveraging the power of data.
Job Description:
You will:",4.1,"PayPal
4.1","San Jose, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,86,205,145.5,"PayPal
", CA,24,0,0,0,0,0,0
150,Wellbeing Data Scientist - Trust & Safety,$86K - $205K (Glassdoor est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",3.6,"TikTok
3.6","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"TikTok
", CA,6,0,0,0,0,0,0
151,Data Scientist,$86K - $205K (Glassdoor est.),"Circle is a global financial technology firm that enables businesses of all sizes to harness the power of digital currency and public blockchains for payments, commerce and financial applications worldwide. Circle platforms and products provide a suite of internet-native financial services for payments, treasury infrastructure and capital formation. Circle is also a principal developer of USD Coin (USDC), which has become the fastest growing dollar digital currency in the world. USDC has grown to over 53+ billion in circulation and supported over $1.9+ trillion in transactions in the past year. Circle's payments and treasury infrastructure services available through the Circle Account and APIs helps bridge the legacy financial system and digital currency and blockchain based finance. Circle's SeedInvest service brings internet-native fundraising and capital formation to startups and growth companies. Combined, Circle's suite of services helps companies to participate in a more open, global and inclusive financial system.",4.2,"Circle
4.2","Phoenix, AZ",51 to 200 Employees,2013,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,0,0,86,205,145.5,"Circle
", AZ,9,0,0,0,0,0,0
152,"Data Scientist, Analytics (Growth)",$86K - $205K (Glassdoor est.),"Next Insurance is a fast-growing tech company based in Silicon Valley that is led by a team of experienced entrepreneurs with a history of successful outcomes. Our mission is to transform insurance for small businesses by combining world-class technology and phenomenal customer service to offer better insurance at a lower price. As the leading digital insurtech company transforming small business insurance, we are proud to have achieved a company valuation of $4 billion and total funding raised to more than $880 million!

Next Insurance is looking for explorers who are filled with curiosity, have the desire to travel the unbeaten path, and realize new heights in providing small business owners with the peace of mind to run their businesses. If you move fast, and are customer-focused and willing to challenge the status quo, Next Insurance might just be your next journey.",4.3,"Next Insurance
4.3","Palo Alto, CA",501 to 1000 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,86,205,145.5,"Next Insurance
", CA,6,0,0,0,0,0,0
153,Data Scientist,$86K - $205K (Glassdoor est.),"Job Description
Data Scientist
Location: Remote and/or In-person
This role will work with the Data Science team and other stakeholders to plan and execute data-driven projects and processes. You will be designing end-to-end machine learning mechanisms and working with our Engineering team to create pipelines using scalable technology. You will be working in a fast-pace fail-fast environment.
Responsibilities:
· Assume intellectual ownership of business problems, translate them into data science requirements and test hypotheses with appropriate data sources and machine learning models.",-1.0,OPTX,"Las Vegas, NV",-1,-1,-1,-1,-1,-1,0,0,86,205,145.5,OPTX, NV,-1,0,0,0,0,0,0
154,Junior Data Scientist,$86K - $205K (Glassdoor est.),"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Analytics & Cognitive Consultant will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes. In this role, they will support all phases of analytic work product development, from the identification of key business questions, through data collection and ETL, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. This role requires special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights

Additional duties:



Travel up to 10% (While 10% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice.)

The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Qualifications

Required:



Preferred:





How you'll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career.",4.0,"Deloitte
4.0","Rosslyn, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,86,205,145.5,"Deloitte
", VA,172,0,0,0,0,0,0
155,Data Scientist - Growth,$86K - $205K (Glassdoor est.),"#TeamNextdoor
Nextdoor is where you connect to the neighborhoods that matter to you so you can belong. Our purpose is to cultivate a kinder world where everyone has a neighborhood they can rely on.
Neighbors around the world turn to Nextdoor daily to receive trusted information, give and get help, get things done, and build real-world connections with those nearby — neighbors, businesses, and public services. Today, neighbors rely on Nextdoor in more than 275,000 neighborhoods across 11 countries.
Meet Your Future Neighbors
As a data scientist at Nextdoor, you'll be responsible for design and oversight of product experiments, own complex analysis to drive company and product strategy, and deploy online and offline models to a production environment. We use a semi-embedded team structure, in which a group of data team members works on a specific product or pillar, interfacing directly with product and engineering stakeholders. The Data Science group is made up of people from a diverse set of backgrounds and perspectives, trained in fields as wide-ranging as psychology, geology, physics, and statistics. We are the mathematical decision scientists for their product development organization and play an active and collaborative role in building and improving the product.",4.4,"Nextdoor
4.4","San Francisco, CA",201 to 500 Employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"Nextdoor
", CA,12,0,0,0,0,0,0
156,Data Scientist,$86K - $205K (Glassdoor est.),"At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world.
As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19, including having received a booster when eligible. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",4.0,"the NBA
4.0","New York, NY",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,0,0,86,205,145.5,"the NBA
", NY,76,0,0,0,0,0,0
157,Data Scientist,$86K - $205K (Glassdoor est.),"About the role:
The data scientist will be responsible for developing and maintaining ML models, using alternative data, for various stages of the credit lifecycle: approval, user behavior monitoring and collections.
Key responsibilities:
Data cleaning, manipulation and aggregation for exploration and developing predictive models.
Research and implement algorithms to model real-world payments patterns
Analyse/test the model's effectiveness",-1.0,Net2Aspire LLC,"California City, CA",-1,-1,-1,-1,-1,-1,0,0,86,205,145.5,Net2Aspire LLC, CA,-1,0,0,0,0,0,0
158,"Senior Data Scientist, Customer Economics",$86K - $205K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Tempe, AZ",5001 to 10000 Employees,2013,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,0,0,86,205,145.5,"Carvana
", AZ,9,0,0,0,0,0,0
159,Data Scientist,$86K - $205K (Glassdoor est.),"Do you want to be part of Boston's hottest up and coming startup? Insurify is one of the fastest-growing MIT FinTech startups and has been recognized as a global Top 100 InsurTech company. We're changing the way millions of people compare and buy insurance with artificial intelligence, technology, and superior product design.
Our team is highly analytical, fast-moving, and focused on one thing: getting more people to compare insurance quotes using Insurify.
Join us if you like
$1.3 Trillion market opportunity
MIT alumni founders
Female-led startup",4.5,"Insurify
4.5","Cambridge, MA",1 to 50 Employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,86,205,145.5,"Insurify
", MA,9,0,0,0,0,0,0
160,Data Scientist - Data Analytics,$86K - $205K (Glassdoor est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the .",4.0,"Costco Wholesale
4.0","Seattle, WA",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),0,0,86,205,145.5,"Costco Wholesale
", WA,46,0,0,0,0,0,0
161,Data Scientist - Analytics,$86K - $205K (Glassdoor est.),"As a Data Scientist at Hypersonix, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and frameworks into our AI Platform that will help our clients make sense of the data they generate and consume the insights to make informed decisions.
Roles and Responsibilities
Solve business problems & develop a business solution
Use problem-solving methodologies to propose creative solutions to solve a business problem
Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems
Develop models & recommend insights

This is a remote position.",5.0,"Hypersonix Inc.
5.0","San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,86,205,145.5,"Hypersonix Inc.
", CA,3,0,0,0,0,0,0
162,Data Scientist,$86K - $205K (Glassdoor est.),"Overview:
The Data Scientist provides data analysis and model building in collaboration with and in support of senior Data Scientists in the Product and Pricing Strategy Group. Will support the pricing strategy team by analyzing vast amounts of raw data to find patterns and help to build models that will help improve profitability, our customers’ experience, improve processes, and mitigate risks. Will utilize skills as a Data Scientist to extract valuable business insights, and make real-time predictions to improve the profitability of our business or how our business operates.
Job Description:
Work with manager and senior team members to understand the business problem and the objectives.
Support project leads to identify valuable data sources, and work with our IT team to collect such data
Ideal Candidate will have the following::",3.5,"Pennymac
3.5","Westlake Village, Los Angeles, CA",5001 to 10000 Employees,2008,Company - Public,Lending,Finance,$2 to $5 billion (USD),0,0,86,205,145.5,"Pennymac
", CA,14,0,0,0,0,0,0
163,"Data Scientist, RegLab",$86K - $205K (Glassdoor est.),"Data Scientist, RegLab
Job Code: 4745
Job Grade: I
The Regulation, Evaluation, and Governance Lab (RegLab) at Stanford University is looking for a Data Scientist to work across our research programs. This role will collaborate closely with teams of research fellows and students on projects related to machine learning and the public sector. We are looking for someone who is a self-learner, research-oriented, and excited by the mission of the Lab.
About us: Stanford RegLab is a social impact lab that partners with government and nonprofits to use machine learning and data science to modernize the public sector. We are an interdisciplinary team of lawyers, data scientists, social scientists, and engineers who are passionate about building high impact demonstration projects for the future of governance. Some of our partners include the EPA, IRS, DOL, and Santa Clara County Public Health.",4.4,"Stanford University
4.4","Stanford, CA",10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),0,0,86,205,145.5,"Stanford University
", CA,131,0,0,0,0,0,0
164,"data scientist, Supply Chain - Remote",$86K - $205K (Glassdoor est.),"Job Posting
: Apr 4, 2022
Job Posting End Date
: May 5, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),0,0,86,205,145.5,"Starbucks
", WA,51,0,0,0,0,0,0
165,Data Scientist,$86K - $205K (Glassdoor est.),"At PDF Solutions, we’re transforming the semiconductor and electronics manufacturing industry with our AI platform that improves yield and lowers manufacturing costs at some of the largest chip makers in the world. Not just machine learning, but AI. We’re seeking an experienced Data Scientist to join our team, who is responsible for developing model pipelines to enable and drive production of the world’s most advanced chips. We look for people who are self-motivated and passionate about the transformative potential of AI. You’ll be able to hone your skills while working side by side with industry experts who have decades of experience. The candidate must be an organized and highly motivated team player with strong initiative and communication skills, and possesses the drive to deliver quality results on time in a complex, intensive, and highly productive environment.
RESPONSIBILITIES
Help design, implement, and validate the ML Pipelines while collaborating with other data scientists.",4.5,"Cimetrix by PDF Solutions
4.5","Santa Clara, CA",51 to 200 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"Cimetrix by PDF Solutions
", CA,37,0,0,0,0,0,0
166,Data Scientist: Product,$86K - $205K (Glassdoor est.),"Who we are
We're Humu — we build products based in behavioral science that help people grow and thrive at work. In short, we're here to make work better.
Humu nudges people towards better ways of working, unlocking the potential of individuals, teams, and organizations. We enable companies to drive positive change by deploying personalized, scientifically-backed suggestions called nudges to employees. These nudges help people build better habits, work smarter and connect with their colleagues.
What you'll get to work on
Humu's Nudge Engine® deploys thousands of customized nudges—small, personal steps—throughout organizations to empower every employee, manager, team, and leader as a change agent. Over time, our nudges grow increasingly aware of the timing, messaging, and motivational techniques that inspire individual employees towards action.",4.9,"Humu
4.9","Mountain View, CA",51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"Humu
", CA,5,0,0,0,0,0,0
167,Wellbeing Data Scientist - Trust & Safety,$86K - $205K (Glassdoor est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",4.2,"ByteDance
4.2","Mountain View, CA",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"ByteDance
", CA,10,0,0,0,0,0,0
168,Statistician (Data Scientist),$86K - $205K (Glassdoor est.),"Duties
The incumbent is a Statistician (Data Scientist) in the Data Science and Cybersecurity Section and develops and applies innovative analytical approaches to support data-driven policy and operational decisions. Data Scientists are technical experts that possess deep knowledge and experience in the domains of data engineering, computer programming, statistics, mathematical modeling, machine learning algorithms, and data visualization techniques.
Performs multiple, varying, and complex assignments under the limited direction of a manager, project/ program manager, team leader, or more experienced technical specialist. May act as a contributing specialist on large work activities or as a team leader for single or small work activities.",4.1,"US Federal Aviation Administration
4.1","Atlantic City, NJ",10000+ Employees,1958,Government,Federal Agencies,Government,Unknown / Non-Applicable,0,0,86,205,145.5,"US Federal Aviation Administration
", NJ,64,0,0,0,0,0,0
169,Data Scientist,$86K - $205K (Glassdoor est.),"About Us
Interested in working for a human-centered technology company that prides itself on using modern tools and technologies? Want to be surrounded by intensely curious and innovative thinkers who push one another to come up with the best solutions possible?
Modeling ourselves after the 1904 World’s Fair, which brought innovation to the region, 1904labs is seeking top talent in St. Louis to bring innovation and creativity to help us continue to grow.
We help enterprise organizations turn their digital transformation ideas into reality. Working in a team-based labs model, using our #HCDAgile methodology, we strive to innovatively solve problems while keeping humans at the center.




Flexible work from home options available.",4.8,"1904labs
4.8","Saint Louis, MO",51 to 200 Employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,86,205,145.5,"1904labs
", MO,6,0,0,0,0,0,0
